X,Y,R,G,B,Temperature_C
0,690,59,152,57,885.1485148514851
0,691,54,150,63,884.2574257425742
0,692,54,150,63,883.3663366336633
0,693,54,150,63,882.4752475247524
0,694,54,150,63,881.5841584158416
0,695,54,150,63,880.6930693069307
0,696,49,148,69,879.8019801980198
0,697,49,148,69,878.910891089109
0,698,49,148,69,878.019801980198
0,699,49,148,69,877.1287128712871
0,700,44,146,74,876.2376237623763
0,701,44,146,74,875.3465346534654
0,702,44,146,74,874.4554455445545
0,703,44,146,74,873.5643564356436
0,704,39,144,82,872.6732673267327
0,705,39,144,82,871.7821782178219
0,706,39,144,82,870.8910891089109
0,707,39,144,82,870.0
0,708,34,142,89,869.1089108910892
0,709,34,142,89,868.2178217821782
0,710,34,142,89,867.3267326732673
0,711,34,142,89,866.4356435643565
0,712,29,140,97,865.5445544554456
0,713,29,140,97,864.6534653465347
0,714,29,140,97,863.7623762376238
0,715,29,140,97,862.8712871287129
0,716,29,140,97,861.9801980198021
0,717,25,138,103,861.0891089108911
0,718,25,138,103,860.1980198019802
0,719,25,138,103,859.3069306930694
0,720,25,138,103,858.4158415841584
0,721,22,136,110,857.5247524752475
0,722,22,136,110,856.6336633663367
0,723,22,136,110,855.7425742574258
0,724,22,136,110,854.8514851485148
0,725,19,134,117,853.960396039604
0,726,19,134,117,853.0693069306931
0,727,19,134,117,852.1782178217823
0,728,19,134,117,851.2871287128713
0,729,16,132,123,850.3960396039604
0,730,16,132,123,849.5049504950496
0,731,16,132,123,848.6138613861386
0,732,16,132,123,847.7227722772277
0,733,14,130,128,846.8316831683169
0,734,14,130,128,845.940594059406
0,735,14,130,128,845.049504950495
0,736,14,130,128,844.1584158415842
0,737,14,130,128,843.2673267326733
0,738,12,128,134,842.3762376237623
0,739,12,128,134,841.4851485148515
0,740,12,128,134,840.5940594059406
0,741,12,128,134,839.7029702970298
0,742,10,126,140,838.8118811881188
0,743,10,126,140,837.9207920792079
0,744,10,126,140,837.0297029702971
0,745,10,126,140,836.1386138613861
0,746,9,124,145,835.2475247524752
0,747,9,124,145,834.3564356435644
